Price,Address,Metro,Summary,General Information,Building Information
35 000 000 ₽,"Москва, САО, р-н Тимирязевский, Дмитровский проезд, 1",Дмитровская,"90,2 м²;Общая;25 из 58;Этаж",Тип жилья;Вторичка;Планировка;Изолированная;Санузел;2 совмещенных;Ремонт;Без ремонта;Вид из окон;На улицу и двор,"Год постройки;2021;Лифты;1 пасс., 1 груз.;Аварийность;Нет;Парковка;Подземная;Мусоропровод;Есть"
73 500 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Арбат, 38/1С2",Смоленская,95 м²;Общая;53 м²;Жилая;15 м²;Кухня;3 из 4;Этаж;1917;Построен,"Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;3,7 м;Санузел;2 совмещенных;Ремонт;Дизайнерский;Вид из окон;На улицу и двор",Год постройки;1917;Тип дома;Кирпичный;Тип перекрытий;Деревянные;Подъезды;3;Отопление;Центральное;Аварийность;Нет;Газоснабжение;Центральное
6 255 000 ₽,"Москва, ВАО, р-н Богородское, Ивантеевская ул., 9А",Бульвар Рокоссовского,"13,9 м²;Общая;11,6 м²;Жилая;1 м²;Кухня;1 из 5;Этаж;1955;Построен","Тип жилья;Вторичка;Площадь комнат;11.6 м²;Высота потолков;3,3 м;Санузел;1 совмещенный;Ремонт;Евроремонт;Вид из окон;Во двор",Год постройки;1955;Тип дома;Кирпичный;Подъезды;2;Аварийность;Нет;Парковка;Наземная
43 999 999 ₽,"Москва, ЦАО, р-н Тверской, ул. Петровка, 24С2",Трубная,74 м²;Общая;60 м²;Жилая;3 из 5;Этаж,Тип жилья;Вторичка;Высота потолков;0 м;Санузел;1 совмещенный;Ремонт;Евроремонт,Год постройки;1958;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;3;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть;Газоснабжение;Центральное
115 000 000 ₽,"Москва, ЦАО, р-н Хамовники, пер. Плотников, 3",Кропоткинская,"181,4 м²;Общая;115 м²;Жилая;20 м²;Кухня;4 из 5;Этаж;1830;Построен","Тип жилья;Вторичка;Планировка;Смежно-изолированная;Высота потолков;3,35 м;Санузел;2 совмещенных;Ремонт;Косметический;Вид из окон;На улицу и двор",Год постройки;1830;Строительная серия;Индивидуальный проект;Тип дома;Кирпичный;Тип перекрытий;Деревянные;Подъезды;1;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Есть
350 000 000 ₽,"Москва, ЦАО, р-н Хамовники, пер. Коробейников, 1",Парк Культуры,"232,5 м²;Общая;2 из 6;Этаж",Тип жилья;Вторичка;Планировка;Смежно-изолированная;Санузел;3 совмещенных;Ремонт;Дизайнерский,Год постройки;2006;Строительная серия;Индивидуальный проект;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;9;Лифты;12 всего;Отопление;Центральное;Аварийность;Нет
11 220 000 ₽,"Москва, ЮВАО, р-н Люблино, Краснодарская ул., 1",Люблино,"54,9 м²;Общая;34,3 м²;Жилая;7,6 м²;Кухня;3 из 5;Этаж;1958;Построен",Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;18.8-15.5 м²;Высота потолков;3 м;Санузел;1 раздельный;Балкон/лоджия;1 балкон;Ремонт;Косметический;Вид из окон;На улицу и двор,Год постройки;1958;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;3;Отопление;Центральное;Аварийность;Нет;Парковка;Открытая;Мусоропровод;Нет;Газоснабжение;Центральное
28 000 000 ₽,"Москва, ЦАО, р-н Тверской, Большой Гнездниковский пер., 10",Тверская,"58 м²;Общая;46 м²;Жилая;9,8 м²;Кухня;8 из 10;Этаж",Тип жилья;Вторичка;Площадь комнат;30 16 м²;Санузел;1 совмещенный;Ремонт;Евроремонт;Вид из окон;Во двор,Год постройки;1914;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;2;Лифты;3 пасс.;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Нет
53 000 000 ₽,"Москва, ЦАО, р-н Якиманка, Житная ул., 10",Добрынинская,67 м²;Общая;45 м²;Жилая;15 м²;Кухня;5 из 7;Этаж;1946;Построен,Тип жилья;Вторичка;Планировка;Смежно-изолированная;Высота потолков;3 м;Санузел;1 совмещенный;Ремонт;Дизайнерский;Вид из окон;На улицу,Год постройки;1946;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;6;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Есть;Газоснабжение;Центральное
83 000 000 ₽,"Москва, ЦАО, р-н Таганский, Тетеринский пер., 18с2",Таганская,"177,4 м²;Общая;8 из 9;Этаж;2012;Построен","Тип жилья;Вторичка;Санузел;2 совмещенных, 1 раздельный;Ремонт;Без ремонта;Вид из окон;На улицу и двор",Год постройки;2012;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;3;Лифты;2 пасс.;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть
87 000 000 ₽,"Москва, САО, р-н Хорошевский, Чапаевский пер., 3",Аэропорт,"195,1 м²;Общая;133 м²;Жилая;23 м²;Кухня;6 из 22;Этаж;2006;Построен","Тип жилья;Вторичка;Высота потолков;3,2 м;Санузел;2 совмещенных, 1 раздельный;Балкон/лоджия;1 балкон;Ремонт;Без ремонта;Вид из окон;На улицу и двор","Год постройки;2006;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;8;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет;Парковка;Подземная;Мусоропровод;Есть"
72 000 000 ₽,"Москва, ЦАО, р-н Красносельский, 3-й Красносельский пер., 19С2",Красносельская,147 м²;Общая;25 м²;Кухня;2 из 2;Этаж,"Тип жилья;Вторичка Апартаменты;Санузел;1 совмещенный, 1 раздельный;Балкон/лоджия;1 балкон;Ремонт;Дизайнерский;Вид из окон;На улицу и двор",Тип дома;Кирпичный;Мусоропровод;Нет
